inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数,class
4218,151,2274,2022-02-25 22:00:52,2022-06-2411:24:39,2022-03-2509:04:39,1,1
83154,28,46359,2021-07-03 09:58:25,2021-08-2710:20:41,,0,14
92963,997,52148,2023-09-19 16:15:20,2023-10-1914:02:59,,0,18
71359,734,40791,2024-12-01 20:52:28,,2024-12-2809:00:23,1,11
66047,383,37258,2022-04-26 19:36:50,2022-05-2117:31:07,2022-05-2111:30:22,1,10
92326,198,51796,2021-04-14 17:36:17,2021-05-1916:02:49,2022-03-1810:52:43,2,18
53785,234,30678,2020-09-21 17:28:38,2020-10-0911:32:09,,0,8
35394,32,22271,2020-12-18 17:00:51,2021-01-0617:34:30,,0,8
92118,1369,51727,2024-06-21 15:56:09,2024-08-3014:10:27,2024-08-2222:10:38,1,18
45984,370,27715,2021-07-05 16:57:40,2021-07-1717:44:14,,0,8
92528,529,51920,2024-11-05 16:03:36,2024-11-0521:31:03,,0,18
40332,311,25136,2022-11-27 18:21:44,2022-12-1822:16:45,,0,8
29059,850,17741,2021-08-13 10:58:57,2021-10-1318:35:11,,0,6
27782,958,16881,2021-03-10 14:45:23,2021-03-2018:24:41,,0,5
62687,1269,34893,2021-05-10 16:20:16,2021-11-0115:37:48,2022-02-1619:13:57,2,9
55180,433,30876,2023-08-21 17:41:36,2023-09-2011:26:19,,0,8
75448,378,42597,2022-02-18 13:29:03,2022-04-0911:56:08,2022-03-1515:35:19,1,13
12680,185,7166,2020-09-22 17:36:21,2020-09-2610:04:51,,0,2
17335,1300,10111,2022-09-21 17:26:16,2022-10-1917:31:23,,0,3
82588,930,45973,2020-09-14 14:19:46,2020-12-1517:43:04,2020-11-1315:13:21,2,13
63767,1151,35567,2024-09-06 21:10:59,2024-10-0116:24:14,,0,9
39943,117,24954,2021-12-22 16:52:34,2022-01-0416:58:46,2021-05-2914:37:34,0,8
19550,934,11257,2021-06-24 19:25:21,2021-06-2815:07:34,,0,3
34368,365,21573,2024-04-09 09:21:29,2024-04-0912:21:13,,0,8
51921,683,30052,2024-09-28 14:02:34,2024-10-1315:59:36,,0,8
55910,354,31664,2022-09-07 12:06:35,2022-11-2721:42:14,2022-10-0210:53:28,1,8
607,426,345,2021-07-19 12:09:35,2021-08-2311:21:09,,0,1
1391,270,804,2020-10-26 20:13:43,2020-11-2715:52:48,,0,1
2278,1269,1209,2021-05-05 21:55:32,2021-08-2209:48:19,2021-06-2711:50:25,2,1
94855,636,53173,2023-05-29 16:18:45,2023-09-0216:01:20,,0,18
84710,260,47471,2020-09-05 18:26:44,2020-09-2713:39:44,,0,18
63271,504,35313,2023-09-28 21:49:59,2023-10-1121:51:28,,0,9
31913,540,19879,2024-09-22 21:51:26,2024-10-1116:33:15,,0,7
101887,1315,57808,2020-09-17 09:36:08,2021-06-3010:03:09,,0,19
35732,311,22543,2023-04-11 21:56:17,2023-04-2111:37:46,,0,8
51420,715,30020,2023-12-26 20:00:33,2024-03-0115:29:45,,0,8
3152,872,1862,2020-09-24 15:13:25,2020-09-2911:16:57,,0,1
60827,357,33811,2022-02-26 16:50:35,2022-03-1617:49:58,,0,9
46515,617,27381,2022-11-07 21:57:30,2023-03-0317:19:48,2022-12-0721:14:20,1,8
72508,521,41500,2022-03-04 20:26:32,2022-08-1218:44:00,2022-03-2908:12:59,1,13
78364,1304,43866,2022-08-16 09:07:48,2022-11-1211:12:56,2024-12-2009:55:57,2,13
18184,1274,10592,2020-05-26 14:08:24,2020-12-2218:49:25,2020-10-1109:47:09,1,3
34259,265,21520,2021-04-27 18:51:33,2021-05-1713:50:12,,0,8
19934,1331,11449,2024-04-25 12:56:15,2024-06-2620:38:12,2024-06-2318:38:05,2,3
16803,862,9684,2021-01-11 18:17:40,2021-01-1518:33:00,,0,3
22718,912,13474,2021-10-12 18:57:33,2022-03-2615:41:06,2021-12-1120:12:10,2,5
40325,311,25103,2021-10-20 12:29:00,2021-12-1808:48:15,2022-10-1912:18:42,1,8
90893,805,51091,2020-10-11 15:50:19,2020-12-0221:25:53,2020-11-0918:21:44,1,18
79408,465,44326,2023-03-16 21:59:04,2023-04-1818:03:47,2023-04-1517:54:16,1,13
81674,383,45514,2022-04-04 10:43:15,2022-05-1617:21:03,2022-05-0208:09:23,1,13
15333,365,8885,2024-04-11 19:23:08,2024-04-1121:55:25,,0,3
61284,1223,34073,2023-11-27 12:33:49,2023-12-2313:16:01,,0,9
60680,1224,33714,2024-09-25 17:29:51,2024-11-0410:17:26,,0,9
87574,365,49218,2024-04-13 15:12:10,2024-04-1317:37:46,,0,18
12265,912,6890,2023-06-09 16:19:53,2023-07-0317:03:28,,0,2
100297,1290,56678,2022-11-14 19:48:42,2023-03-2614:31:18,2023-05-2215:23:47,2,18
3448,953,2017,2020-10-16 17:25:29,2020-11-2017:06:21,,0,1
90222,1352,50359,2023-11-15 11:23:22,2024-01-0311:57:10,2023-12-1309:18:56,1,18
60398,445,33526,2024-03-22 20:26:46,2024-05-2321:53:02,,0,9
59998,357,33286,2021-08-05 16:57:24,2021-08-1418:47:31,,0,9
14710,222,8438,2021-03-09 19:30:26,2021-04-2715:37:54,2021-03-3010:43:51,1,3
99631,1320,56196,2021-01-14 16:58:10,2021-01-1418:28:20,,0,18
96694,912,54254,2021-11-11 09:05:00,2021-12-1113:14:02,,0,18
98072,297,55157,2020-10-23 14:12:14,2020-12-0509:38:03,2020-11-1406:45:43,1,18
60911,114,33876,2022-08-17 18:18:27,2023-02-2411:10:49,2022-09-0700:43:11,1,9
23005,555,13607,2023-03-01 12:21:56,2023-03-0916:42:44,,0,5
86695,1387,48729,2024-04-09 20:13:57,2024-05-0109:52:22,,0,18
83725,658,46790,2024-11-21 19:14:09,,2024-12-1914:09:24,1,16
66248,345,37401,2022-09-06 20:59:14,2022-10-2915:32:43,2022-09-2611:45:16,1,10
21794,785,12901,2020-01-08 10:04:36,2020-09-1421:54:15,,0,3
1067,4,647,2021-05-19 15:06:23,2021-06-2113:08:49,2022-03-1918:41:44,0,1
60829,443,33812,2023-04-25 19:44:28,2023-06-1211:54:16,2023-05-2311:13:04,1,9
33715,1,21155,2022-03-31 10:31:19,2022-06-0516:37:39,,0,7
70698,1320,40307,2021-05-15 10:51:34,2021-10-1220:53:34,2021-07-0809:03:28,2,10
74961,669,42475,2023-09-30 20:45:12,2023-12-2920:53:46,2024-02-2519:23:31,1,13
24121,58,14323,2021-01-01 19:46:55,2021-01-1211:35:28,,0,5
58144,465,32236,2022-01-25 13:28:42,2022-02-0718:04:44,,0,8
902,1319,541,2021-06-29 14:53:42,2021-10-1814:48:09,2022-03-1918:53:49,2,1
63970,1215,35652,2023-11-03 13:20:31,2023-11-3015:39:47,,0,9
67738,372,38283,2022-10-05 16:02:34,2022-11-0614:54:14,2023-03-2308:41:28,2,10
88289,33,49635,2020-11-16 15:43:44,2021-01-2120:35:55,2021-01-0808:32:48,2,18
16671,1006,9753,2023-09-26 12:22:56,2023-10-2612:21:54,,0,3
22128,1331,13126,2021-03-28 10:01:17,2021-03-2811:12:13,,0,3
21274,674,12575,2023-09-20 16:35:08,2023-09-2016:35:58,,0,3
6313,833,3302,2021-07-18 19:28:21,2021-08-0120:28:26,,0,1
59217,1182,33010,2024-03-28 11:59:49,2024-04-2711:19:25,,0,8
83885,186,46924,2021-03-31 14:18:17,2021-03-3121:16:10,,0,16
41251,502,24633,2023-09-08 16:20:22,2023-09-1118:20:27,,0,8
84801,1337,47531,2023-10-18 14:54:49,2024-01-1617:11:26,2023-12-1511:05:15,2,18
37315,1015,23368,2022-11-01 16:53:28,2022-11-2817:46:23,,0,8
2428,284,1424,2023-02-18 11:49:12,2023-03-2814:22:05,2023-03-1614:16:46,1,1
73749,1314,41994,2022-09-26 12:20:40,2022-11-0315:19:30,,0,13
88573,99,49771,2020-12-30 16:12:28,2021-04-2316:43:58,2021-04-1916:22:16,2,18
102433,1320,58210,2020-12-02 19:20:33,2020-12-1919:44:59,,0,21
22839,261,13562,2022-09-19 21:00:51,2022-12-1320:34:45,2022-10-1317:40:39,1,5
36050,551,22763,2023-11-08 17:27:14,2023-12-0212:26:01,,0,8
71701,689,41001,2023-12-13 11:09:58,2023-12-1517:09:52,,0,12
78428,91,43893,2020-09-11 21:19:03,2020-09-1208:01:37,,0,13
40501,311,25180,2023-11-26 10:41:20,2024-01-1211:29:19,2023-12-2313:04:01,1,8
31597,1119,19604,2022-10-31 16:48:15,2022-11-2610:16:53,,0,7
20828,1413,12266,2024-03-21 21:34:53,2024-04-2417:10:55,,0,3
81391,769,45355,2020-12-04 17:15:30,2021-01-1413:48:38,2020-12-2712:00:20,1,13
2843,32,1672,2020-11-27 15:17:32,2020-11-2819:39:27,,0,1
100923,1361,57109,2024-09-24 19:21:27,2024-12-2515:50:23,2024-11-2112:55:51,2,18
36538,453,23054,2023-06-02 11:26:37,2023-06-2417:25:19,,0,8
59669,200,33147,2020-08-31 19:21:38,2020-09-0413:34:16,2022-02-1418:08:24,0,8
66141,321,37334,2020-12-18 16:48:42,2021-03-1918:48:36,2021-01-0815:55:29,1,10
92123,1399,51714,2024-07-09 15:47:37,2024-09-2111:54:00,,0,18
41571,370,25640,2022-02-13 18:27:20,2022-04-0220:38:03,2022-03-0610:33:37,1,8
83366,1006,46515,2024-06-14 09:00:13,2024-06-2219:57:55,,0,15
36725,260,23135,2022-01-07 16:49:31,2022-02-2807:22:09,,0,8
18880,1331,11015,2022-03-17 15:07:43,2022-03-1818:43:06,,0,3
57714,200,32500,2021-05-26 19:19:41,2021-07-1508:48:05,2021-06-1617:40:17,1,8
40977,401,25425,2022-05-11 12:32:58,2022-08-0814:33:43,2022-06-0411:48:15,1,8
2584,815,1515,2022-03-29 12:23:12,2022-05-1619:56:26,,0,1
98234,504,55148,2024-04-13 17:28:04,2024-04-2517:43:47,,0,18
22309,352,13267,2020-11-28 12:05:33,2020-12-2014:36:38,,0,4
27758,918,16872,2021-03-02 11:30:46,2021-04-2611:06:43,2021-03-2910:06:32,1,5
15894,1375,9259,2022-12-13 12:41:38,2023-03-2918:12:31,2023-02-2121:33:25,1,3
86727,91,48742,2020-01-11 15:38:48,2020-01-1316:30:25,,0,18
84245,806,47184,2021-12-21 18:37:04,2022-06-2016:53:42,2022-03-2016:14:53,2,18
87097,1137,48933,2024-12-10 19:22:07,,,0,18
15670,115,9118,2021-06-23 16:10:50,2021-06-2321:38:18,,0,3
64810,1269,36427,2022-01-18 11:56:09,2022-04-1616:04:31,2022-03-1818:55:12,2,9
3745,587,2127,2024-11-03 20:31:59,2024-11-1720:13:01,,0,1
67605,850,38193,2022-04-12 21:40:35,2022-05-0616:39:33,,0,10
86558,1264,48643,2024-09-05 19:29:08,2024-10-0717:42:02,2024-12-0113:49:01,2,18
33704,958,21148,2021-03-18 17:48:21,2021-06-1212:25:47,2021-05-1616:17:34,2,7
86124,1428,48441,2024-10-30 17:31:27,2024-12-0420:18:02,,0,18
50452,664,29637,2023-08-23 19:54:06,2023-08-2410:22:55,,0,8
90124,1020,50618,2023-05-18 21:05:47,2023-06-1521:24:54,,0,18
84867,855,47575,2021-11-11 17:04:29,2021-12-0915:14:47,2021-12-0813:58:30,1,18
76373,241,42966,2022-12-11 19:49:07,2023-02-2213:18:46,2022-09-2320:45:18,0,13
19825,1331,11260,2021-05-18 20:55:21,2021-08-2820:16:34,2021-07-0811:18:52,2,3
28154,1094,17141,2024-11-22 17:47:46,,2024-12-1813:39:32,1,6
34630,311,21760,2023-02-27 13:04:40,2023-02-2812:03:01,,0,8
43392,710,25522,2024-03-15 12:46:22,2024-04-0713:42:42,,0,8
66599,380,37617,2021-12-09 17:30:33,2022-02-1814:45:35,2022-01-0618:48:04,1,10
21356,786,12641,2021-04-22 21:44:40,2021-06-2520:38:26,,0,3
66323,733,37465,2023-12-25 18:20:54,2024-01-1319:17:54,,0,10
62773,106,34943,2021-05-23 21:10:50,2021-07-1716:45:57,2021-06-1810:32:28,1,9
37233,311,23405,2022-06-08 17:44:07,2022-06-1421:28:36,,0,8
32549,114,20330,2022-08-18 08:22:23,2022-08-2911:40:14,,0,7
17656,1201,10296,2024-03-25 21:33:05,2024-04-0812:29:18,,0,3
60687,1224,33717,2024-09-25 18:09:35,2024-12-2517:16:58,2024-11-2214:24:27,2,9
33657,86,21114,2021-01-05 21:49:06,2021-03-2215:37:39,,0,7
33904,298,21298,2022-10-23 22:00:44,2022-12-1110:22:59,2022-11-2209:37:18,1,7
57845,302,32547,2022-05-03 11:58:40,2022-08-2219:57:20,2022-05-2901:03:20,1,8
12766,844,7235,2020-10-20 16:58:57,2021-01-1520:48:22,2020-12-1302:14:43,2,2
55538,1266,30956,2022-04-14 21:28:08,2022-05-0219:14:15,,0,8
32767,365,20521,2024-06-13 19:54:27,2024-06-1319:57:10,,0,7
66367,957,37493,2021-06-03 09:07:16,2021-10-1515:28:02,2021-07-0215:25:57,1,10
83414,1032,46552,2023-08-22 17:11:31,2023-10-2215:24:22,2023-10-2023:15:50,2,15
87981,1318,49457,2024-05-10 16:55:46,2024-08-2512:37:35,2024-06-0619:45:45,1,18
88098,1070,49527,2022-09-21 17:09:59,2022-12-1217:07:56,2022-11-1314:14:35,2,18
26719,1186,16168,2023-10-18 13:32:15,2024-01-1511:18:47,2023-12-0917:13:49,2,5
21195,1299,12519,2020-10-19 09:44:03,2020-10-2012:06:06,,0,3
83221,526,46417,2024-04-01 21:35:06,2024-05-0220:43:03,,0,14
39141,71,24455,2021-11-21 14:16:55,2021-12-0310:33:16,,0,8
26029,1066,15613,2023-02-15 21:16:46,2023-02-2621:19:59,,0,5
40542,313,25241,2023-12-22 13:35:24,2024-01-0112:56:18,,0,8
29508,1299,18075,2021-01-28 16:37:42,2021-03-2017:13:20,,0,6
62000,885,34469,2020-10-20 16:42:45,2020-10-2915:36:24,,0,9
68263,890,38668,2021-03-17 15:33:01,2021-03-2709:57:24,,0,10
47093,28,28338,2020-08-26 13:04:04,2020-08-2712:25:23,,0,8
97339,1304,54705,2024-06-16 11:07:19,2024-10-2315:14:39,2024-12-2009:56:01,2,18
91256,469,51324,2024-05-04 21:56:58,2024-06-0522:18:43,,0,18
46268,1004,27891,2023-05-13 20:38:46,2023-06-0918:04:56,,0,8
74682,207,42431,2021-07-21 20:10:29,2021-07-2120:10:49,,0,13
35604,14,22360,2021-12-18 14:53:32,2021-12-1916:49:02,,0,8
49095,635,29252,2023-04-03 11:03:04,2023-04-1716:41:03,,0,8
35446,86,22317,2020-01-11 20:25:04,2020-08-2319:38:00,,0,8
83961,272,46987,2021-10-13 20:28:01,2021-10-1418:18:03,,0,16
75845,1072,42686,2023-04-03 21:53:28,2023-05-1518:27:43,,0,13
7370,944,3967,2020-12-02 16:02:30,2021-01-1210:43:06,2020-12-2511:24:01,1,1
40826,375,24796,2022-06-14 21:35:18,2022-07-0114:36:55,,0,8
14707,352,8435,2022-10-29 14:35:16,2022-11-0419:17:10,,0,3
71711,1114,41004,2024-06-08 19:30:42,2024-09-2409:57:57,2024-09-2208:26:14,2,12
80211,378,44721,2021-03-19 17:38:37,2021-06-1720:20:35,2021-05-1619:05:42,2,13
43339,526,24344,2022-09-30 21:27:36,2022-11-2319:04:24,2022-10-2911:37:05,1,8
41736,453,25717,2023-11-13 16:57:50,2024-02-1918:18:19,2024-01-0413:38:15,2,8
73265,9,41824,2021-04-07 18:59:01,2021-07-0708:45:04,2021-06-0521:28:49,2,13
21923,1331,12990,2023-05-25 21:47:04,2023-05-2816:55:45,,0,3
50944,821,29832,2021-08-11 20:15:02,2021-08-1320:48:30,,0,8
73218,199,41779,2022-03-28 17:09:17,2022-09-3014:40:09,2022-05-1522:56:14,1,13
96198,201,54012,2021-11-13 17:59:16,2022-01-0616:17:29,2021-12-0418:41:30,1,18
35346,1269,22242,2021-08-31 12:02:12,2021-10-1115:18:13,,0,8
40961,398,24582,2021-08-04 18:01:41,2021-08-0921:50:43,,0,8
17271,412,10077,2021-10-30 21:58:54,2021-11-1916:50:43,,0,3
24418,1085,14413,2024-12-10 17:02:20,2024-12-1508:46:19,,0,5
17092,1331,9753,2024-10-08 15:11:24,2024-11-1819:59:13,2024-11-0214:23:03,1,3
40076,200,24386,2023-05-28 17:32:44,2023-06-1511:27:08,,0,8
7758,451,4337,2022-04-28 18:03:34,2022-05-2219:07:56,,0,1
21657,1299,12764,2021-12-25 11:50:46,2022-03-1809:58:04,2022-02-1409:25:50,1,3
13707,1331,7814,2022-10-09 20:39:52,2022-10-2721:41:07,,0,3
27247,281,16562,2022-03-04 21:03:16,2022-04-2220:13:02,2022-04-0108:17:40,1,5
29168,1006,17823,2023-05-24 16:55:55,2023-05-2710:58:48,,0,6
10862,210,6193,2021-03-03 12:50:49,2021-05-0715:38:14,2021-03-3115:48:05,1,2
50468,805,29647,2020-09-02 19:43:28,2020-09-3017:04:33,,0,8
94399,200,53032,2021-08-27 16:51:04,2021-12-2508:34:56,2021-11-1110:09:13,2,18
52380,654,30344,2023-05-10 18:03:52,2023-05-2810:48:23,,0,8
43059,1112,26149,2024-09-10 09:55:55,2024-10-0620:09:05,,0,8
49828,1049,29436,2024-01-08 19:06:37,2024-01-2514:04:08,,0,8
29308,1299,17917,2020-12-04 08:42:52,2020-12-1313:35:26,,0,6
18094,1200,10542,2024-03-18 16:41:13,2024-06-0313:09:24,2024-04-1516:17:32,1,3
46155,664,27820,2023-03-15 12:27:13,2023-03-2117:04:07,,0,8
25509,1331,15248,2020-12-28 10:10:58,2021-01-1912:16:08,,0,5
90134,1025,50625,2023-06-13 21:50:48,2023-08-2411:59:02,,0,18
75046,1149,42396,2024-06-14 21:16:22,2024-10-2218:50:39,2024-09-2015:43:27,2,13
28220,223,17181,2022-06-18 13:33:27,2022-08-1618:40:23,2023-12-2608:52:30,0,6
79738,232,44511,2024-01-07 20:46:53,2024-02-1811:08:17,,0,13
52358,383,30344,2021-08-16 12:58:00,2021-08-2219:29:04,,0,8
29326,117,17936,2021-12-03 15:15:11,2022-01-0416:59:23,2022-05-1422:31:41,0,6
15036,1331,8652,2024-12-08 17:38:38,2024-12-0821:18:59,,0,3
92838,1178,52095,2024-05-03 16:58:30,2024-06-2410:52:59,2024-06-0116:16:00,1,18
7314,1231,4073,2023-11-03 17:39:22,2024-01-1410:07:08,2023-12-0113:17:59,1,1
98009,82,55106,2021-06-27 16:15:27,2021-10-1014:02:20,2021-07-2120:32:56,1,18
4934,273,2701,2023-03-09 18:35:32,2023-06-0718:16:41,2023-05-0317:45:47,2,1
70227,1255,39888,2024-09-19 14:59:40,2024-09-2917:17:12,,0,10
68073,862,38517,2020-11-29 11:02:38,2020-11-2917:03:46,,0,10
84838,1029,47556,2024-04-19 17:18:43,2024-08-0918:26:06,2024-06-1814:16:07,2,18
69164,1266,38922,2021-03-06 17:32:09,2021-04-1018:34:49,2021-03-3117:09:55,1,10
86126,1428,48441,2024-12-04 20:18:26,,,0,18
72098,755,41249,2024-12-20 17:41:19,,,0,13
92102,1179,51758,2024-09-24 20:31:50,2024-10-2112:30:25,,0,18
9183,1431,5218,2024-11-19 09:44:14,,2024-12-1717:14:56,1,1
54762,656,30744,2022-10-22 17:36:46,2022-10-2715:27:28,,0,8
8420,1368,4737,2024-04-29 13:32:33,2024-08-0214:42:26,2024-05-2715:31:25,1,1
72262,354,41382,2023-06-21 21:34:16,2023-08-1519:50:51,,0,13
43748,805,24617,2020-12-02 21:43:19,2020-12-1817:32:26,,0,8
76497,1388,43015,2023-08-30 20:55:06,2023-10-3118:42:17,2023-12-2115:37:57,2,13
4055,4,2304,2021-06-21 13:23:22,2021-11-0716:33:01,2021-07-2020:05:10,1,1
28729,734,17488,2024-10-28 16:45:46,2024-12-2709:13:42,2024-12-2409:04:41,2,6
34641,316,21767,2024-10-17 17:00:31,2024-12-2021:16:52,2024-11-1515:30:54,1,8
11712,1267,6295,2020-12-23 21:10:51,2021-03-2513:59:17,,0,2
65920,1001,37165,2021-12-03 20:33:41,2021-12-2817:46:49,,0,10
101888,1315,57808,2020-08-11 10:59:57,2020-09-1709:34:40,,0,19
4756,944,2624,2023-03-27 13:58:05,2023-03-2814:29:57,,0,1
39788,769,24410,2021-04-26 15:46:41,2021-05-0617:37:21,,0,8
29609,110,18159,2021-11-09 21:02:06,2021-12-1113:11:56,2023-06-2208:55:09,0,6
23182,287,13735,2021-12-04 21:42:46,2022-02-2411:41:16,2022-01-0319:09:43,1,5
71639,755,40956,2024-12-20 17:40:53,,,0,12
66371,1272,37482,2020-01-09 15:42:36,2020-05-0911:49:30,,0,10
46473,1385,27106,2023-05-19 17:58:02,2023-08-2419:21:55,2023-06-1613:36:35,1,8
30188,1124,18589,2022-09-05 15:39:39,2022-09-2613:25:22,,0,6
8083,950,4461,2021-03-19 17:54:47,2021-03-2608:34:03,,0,1
86215,111,48497,2020-11-03 17:45:31,2022-06-2210:41:46,,0,18
59570,316,33136,2023-05-19 18:19:05,2023-06-2414:57:04,,0,8
36099,658,22797,2024-12-03 21:55:07,2024-12-0720:44:56,,0,8
42780,1003,25349,2023-02-24 12:23:37,2023-03-2418:28:32,,0,8
12359,888,6939,2021-05-19 12:58:36,2021-06-2512:50:06,,0,2
27427,579,16666,2023-02-27 17:47:27,2023-03-0910:13:40,,0,5
15477,504,8995,2023-06-19 21:38:39,2023-06-2211:54:11,,0,3
76480,201,43013,2021-08-19 18:13:04,2021-12-2218:27:35,2021-11-1119:20:21,2,13
100350,1320,56707,2020-12-19 20:21:51,2020-12-2321:27:38,,0,18
48060,318,28942,2024-01-07 17:58:03,2024-03-2414:58:45,2024-03-1810:35:47,2,8
15134,6,8728,2022-03-16 18:11:27,2022-04-1117:33:08,2022-09-1920:00:32,0,3
82876,96,46166,2022-08-10 18:24:00,2022-10-0911:36:28,2022-09-0823:55:02,1,14
535,1102,286,2024-09-07 16:12:26,2024-09-2716:13:59,,0,0
23527,1067,13902,2023-06-30 18:48:59,2023-09-0914:37:23,2023-12-2110:58:29,1,5
36171,1044,22842,2023-06-02 14:21:50,2023-09-2613:46:44,,0,8
100459,1124,56802,2022-09-05 15:40:12,2022-09-2613:24:11,,0,18
99277,1106,55946,2022-10-25 11:11:30,2022-11-1618:30:52,,0,18
96616,521,54296,2023-03-26 08:43:32,2023-11-0218:43:48,2023-05-2218:39:31,2,18
95841,416,53831,2020-11-18 15:49:26,2020-11-1918:22:55,,0,18
398,270,196,2022-03-21 12:36:18,2022-05-1713:43:46,2022-08-1323:55:00,1,0
84622,402,47410,2021-06-10 21:08:35,2021-08-2711:46:25,2021-07-0515:21:53,1,18
99508,446,56096,2022-04-04 21:38:45,2022-04-2211:40:06,,0,18
51956,1102,30052,2024-06-07 17:02:55,2024-06-0914:01:24,,0,8
73412,194,41790,2023-08-25 16:49:49,2023-11-1717:24:08,2023-10-2115:01:13,2,13
11096,440,6325,2022-01-03 13:44:01,2022-02-1615:28:54,,0,2
25638,1377,15278,2023-06-28 17:45:59,2023-08-2815:54:31,,0,5
92274,1304,51683,2020-11-16 12:12:47,2021-03-2120:24:50,2024-12-2009:56:05,2,18
42772,999,26049,2022-10-24 19:54:15,2022-12-1021:25:50,2022-11-2313:27:02,1,8
66102,361,37304,2021-07-01 15:45:04,2021-08-2612:12:32,,0,10
69431,1377,39439,2022-10-18 21:32:40,2022-11-1808:51:44,,0,10
97058,834,54483,2022-01-14 17:02:52,2022-04-2816:23:03,2022-03-1914:07:02,2,18
72664,1185,41551,2024-06-19 16:45:51,2024-08-2208:44:47,,0,13
75582,313,42693,2021-08-27 21:08:16,2021-11-2315:45:16,2021-10-1217:57:10,1,13
14213,1085,8126,2023-11-07 08:40:26,2023-11-0716:55:27,,0,3
81043,463,45196,2023-03-26 21:14:17,2023-05-2310:20:15,2023-04-2322:02:39,1,13
71088,1015,40608,2024-02-19 21:55:34,2024-06-1514:14:05,2024-04-1413:30:04,2,10
64243,957,35959,2022-06-08 09:33:25,2022-08-1715:13:55,,0,9
20947,111,12331,2021-03-13 21:11:22,2021-04-1108:20:34,,0,3
83768,1154,46838,2023-11-21 08:30:39,2023-12-0515:34:17,,0,16
75942,378,42792,2022-02-18 13:25:04,2022-06-1516:36:19,2022-05-1415:14:09,2,13
74423,919,42307,2020-09-28 20:04:39,2020-10-0911:59:03,,0,13
101439,1018,57493,2023-06-01 11:13:22,2023-08-2914:52:34,,0,18
17139,661,9997,2023-09-09 16:01:04,2023-09-1221:28:11,,0,3
35185,453,22131,2024-09-06 12:45:57,2024-09-1821:58:24,,0,8
84962,1106,47634,2024-10-12 14:37:00,2024-10-1218:31:35,,0,18
22349,1151,13288,2024-03-01 21:43:20,2024-05-1812:32:06,2024-04-2713:14:53,2,4
46383,1123,27171,2022-12-10 16:55:07,2023-02-1909:58:11,,0,8
74259,258,42212,2021-10-20 18:35:43,2021-12-2015:30:21,2021-11-1820:04:01,1,13
61802,284,34337,2024-01-10 18:27:34,2024-01-2017:18:58,2024-06-2307:12:23,0,9
10313,210,5988,2021-10-30 14:14:47,2021-12-2916:01:26,2021-11-2822:04:03,1,2
46564,1075,28038,2024-08-05 11:19:53,2024-08-1309:36:36,,0,8
69913,1435,39632,2024-08-18 15:52:56,2024-09-1814:08:21,,0,10
30524,822,18870,2021-08-04 22:01:42,2021-11-1721:45:13,2021-11-1710:37:03,2,7
70432,345,40155,2022-09-06 20:59:24,2022-10-2915:32:50,2022-09-2611:45:14,1,10
1796,1358,967,2024-04-28 21:37:51,2024-09-0919:21:10,,0,1
73663,553,41973,2023-11-06 21:52:28,2023-11-0721:53:04,,0,13
50956,849,29780,2021-07-02 19:35:59,2021-09-2709:11:42,,0,8
38669,398,24237,2024-03-09 17:05:37,2024-03-1112:12:31,,0,8
10096,261,5863,2022-11-10 18:17:07,2022-12-1320:18:37,,0,2
93782,1352,52632,2023-11-15 11:23:16,2024-01-0311:56:49,2023-12-1309:18:50,1,18
52484,311,30428,2022-03-12 13:33:51,2022-03-2509:45:39,,0,8
60473,1226,33577,2023-10-21 16:34:06,2023-10-2316:00:19,,0,9
41657,448,25687,2021-11-29 16:22:21,2021-12-2613:07:52,,0,8
28590,1149,17381,2024-05-23 10:06:15,2024-07-0417:02:30,2024-06-1514:51:25,1,6
58618,628,32411,2024-12-04 15:21:37,,2024-12-2919:30:19,1,8
4695,944,2603,2021-07-23 15:50:55,2021-10-0920:14:41,,0,1
101873,1314,57801,2024-12-09 18:26:51,,,0,19
49197,713,28623,2023-09-17 17:21:49,2023-09-1815:01:05,,0,8
2264,1267,1212,2021-12-28 20:54:52,2022-06-0114:34:08,,0,1
25653,1428,15313,2024-04-06 13:04:51,2024-05-1318:52:35,,0,5
40844,375,24534,2021-07-09 20:29:42,2021-07-1812:02:22,,0,8
538,1343,289,2021-11-22 18:54:29,2021-12-0817:59:23,,0,0
60903,2,33871,2021-03-04 17:26:39,2021-05-0109:20:49,2021-03-2813:14:35,1,9
87353,782,49095,2021-01-22 18:08:27,2021-04-2918:25:53,2021-04-1809:05:33,2,18
10203,877,5913,2021-08-09 21:15:52,2021-08-1920:35:48,,0,2
41233,502,24710,2022-10-16 11:47:41,2022-10-1821:47:01,,0,8
5570,944,2926,2023-03-31 18:35:39,2023-04-0309:36:33,,0,1
53866,273,31057,2021-04-21 12:54:51,2021-04-2316:28:07,2024-02-2008:29:00,0,8
53063,943,30597,2022-05-26 11:18:18,2022-05-2719:16:23,,0,8
48230,401,28544,2023-12-26 10:35:21,2024-04-0716:03:16,2024-03-2610:45:45,2,8
27931,469,16988,2022-09-13 17:24:44,2022-12-1511:32:21,2022-10-1009:43:49,1,5
100433,888,56776,2021-08-17 19:01:18,2021-09-1315:12:19,,0,18
66856,526,37785,2022-10-16 20:34:17,2022-10-3109:56:01,,0,10
